Incidence Rate Report for United States by County

"Ovary, 2011-2015"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Chittenden County, Vermont(6,10)",50007,***,11.2 ,8.4, 14.8,11,stable,-6.2 ,-25.9, 18.8
"Marion County, Oregon(6,10)",41047,***,11.2 ,9.1, 13.7,21,stable,-3.1 ,-20.3, 17.9
"Orleans County, New York(6,10)",36073,***,11.2 ,6.4, 18.7,3,*,*,*,*
"Frederick County, Virginia(6,10)",51069,***,11.2 ,7.3, 16.5,5,stable,-3.4 ,-41.7, 59.9
"Sevier County, Tennessee(6,10)",47155,***,11.2 ,7.7, 15.9,7,stable,-5.9 ,-24.7, 17.6
"Baltimore City, Maryland(6,10)",24510,***,11.2 ,9.7, 12.9,40,stable,2.7 ,-16.8, 26.8
"Brevard County, Florida(6,10)",12009,***,11.2 ,9.7, 12.8,48,stable,0.9 ,-8.8, 11.7
"Pueblo County, Colorado(6,10)",08101,***,11.2 ,8.3, 14.7,11,stable,-10.9 ,-29.8, 13.1
"Washington County, Maryland(6,10)",24043,***,11.2 ,8.3, 14.8,11,stable,-10.3 ,-27.6, 11.0
"Tarrant County, Texas(6,10)",48439,***,11.2 ,10.2, 12.2,106,stable,-2.4 ,-12.1, 8.4
"Cameron County, Texas(6,10)",48061,***,11.2 ,9.2, 13.4,24,stable,-1.8 ,-17.3, 16.7
"Hamilton County, Tennessee(6,10)",47065,***,11.2 ,9.3, 13.4,26,stable,-5.1 ,-18.9, 11.1
"Grand Forks County, North Dakota(6,10)",38035,***,11.2 ,6.5, 17.9,4,*,*,*,*
"Stanislaus County, California(7,8)",06099,***,11.2 ,9.4, 13.1,30,stable,-1.0 ,-2.8, 0.8
"Crawford County, Arkansas(6,10)",05033,***,11.2 ,6.8, 17.4,4,stable,1.7 ,-35.9, 61.3
"Taylor County, Texas(6,10)",48441,***,11.2 ,7.9, 15.3,8,stable,12.4 ,-22.9, 64.0
"Escambia County, Florida(6,10)",12033,***,11.2 ,9.1, 13.6,21,stable,-9.4 ,-19.4, 1.8
"Nacogdoches County, Texas(6,10)",48347,***,11.2 ,6.7, 17.5,4,stable,-1.8 ,-50.6, 95.1
"Sarasota County, Florida(6,10)",12115,***,11.2 ,9.5, 13.1,45,stable,-0.3 ,-25.9, 34.2
"Cape Girardeau County, Missouri(6,10)",29031,***,11.1 ,7.4, 16.3,6,stable,8.3 ,-15.0, 38.0
"Geauga County, Ohio(6,10)",39055,***,11.1 ,7.8, 15.6,8,stable,7.0 ,-24.8, 52.2
"Fort Bend County, Texas(6,10)",48157,***,11.1 ,9.5, 13,35,stable,-8.0 ,-20.8, 6.9
"Saginaw County, Michigan(6,10)",26145,***,11.1 #  ,8.7, 14.1,15,stable,-1.3 ,-12.7, 11.5
"Sampson County, North Carolina(6,10)",37163,***,11.1 ,6.8, 17.3,4,stable,-1.9 ,-43.6, 70.5
"Plymouth County, Massachusetts(6,10)",25023,***,11.1 ,9.6, 12.9,39,stable,-4.7 ,-10.0, 1.0
"Belknap County, New Hampshire(6,10)",33001,***,11.1 ,6.9, 17.3,5,stable,25.0 ,-21.7, 99.4
"Vanderburgh County, Indiana(6,10)",18163,***,11.1 ,8.5, 14.4,13,stable,-9.9 ,-41.9, 39.6
"Miami-Dade County, Florida(6,10)",12086,***,11.1 ,10.4, 11.9,184,falling,-6.5 ,-9.3, -3.6
"Kent County, Michigan(6,10)",26081,***,11.1 #  ,9.5, 12.9,38,stable,-6.8 ,-26.6, 18.3
"Taos County, New Mexico(7)",35055,***,11.1 ,5.9, 19.8,3,*,*,*,*
"Madison County, Tennessee(6,10)",47113,***,11.1 ,7.6, 15.7,7,stable,8.3 ,-11.7, 32.8
"Orangeburg County, South Carolina(6,10)",45075,***,11.1 ,7.4, 16,6,stable,3.5 ,-29.1, 50.9
"Rowan County, North Carolina(6,10)",37159,***,11.1 ,8.2, 14.8,10,stable,-3.8 ,-32.4, 36.9
"Madison County, Illinois(6,10)",17119,***,11.1 ,8.9, 13.8,18,stable,2.3 ,-20.1, 30.9
"Lauderdale County, Alabama(6,10)",01077,***,11.1 ,7.6, 15.7,7,stable,11.2 ,-13.8, 43.6
"Coryell County, Texas(6,10)",48099,***,11.1 ,6.7, 17.3,4,stable,5.2 ,-38.2, 79.2
"Dallas County, Texas(6,10)",48113,***,11.1 ,10.3, 12,134,stable,0.0 ,-9.1, 10.0
"Maury County, Tennessee(6,10)",47119,***,11.1 ,7.4, 16.1,6,falling,-25.4 ,-42.6, -3.0
"Washington County, Oregon(6,10)",41067,***,11.1 ,9.4, 12.9,34,stable,-4.6 ,-18.7, 11.9
"Floyd County, Indiana(6,10)",18043,***,11.1 ,7.1, 16.6,5,stable,-15.6 ,-59.7, 76.9
"Putnam County, Tennessee(6,10)",47141,***,11.1 ,7.2, 16.4,5,stable,-14.1 ,-51.0, 50.9
"Riverside County, California(7,8)",06065,***,11.1 ,10.2, 11.9,135,falling,-1.3 ,-2.4, -0.1
"Robeson County, North Carolina(6,10)",37155,***,11.1 ,7.9, 15.1,8,stable,-3.3 ,-34.9, 43.5
"Spartanburg County, South Carolina(6,10)",45083,***,11.1 ,8.9, 13.6,19,stable,3.4 ,-26.5, 45.4
"Surry County, North Carolina(6,10)",37171,***,11.1 ,7.2, 16.4,5,stable,-18.4 ,-47.1, 26.0
"Kern County, California(7,8)",06029,***,11 ,9.6, 12.6,43,stable,-1.0 ,-2.4, 0.5
"Hancock County, Ohio(6,10)",39063,***,11 ,7.1, 16.4,5,stable,2.5 ,-23.3, 36.9
"Ada County, Idaho(6,10)",16001,***,11 ,9.2, 13.2,25,stable,-1.2 ,-12.7, 12.0
"Ingham County, Michigan(6,10)",26065,***,11 #  ,8.7, 13.8,16,stable,-7.4 ,-31.8, 25.9
"Lake County, Indiana(6,10)",18089,***,11 ,9.4, 12.9,33,stable,1.5 ,-2.9, 6.1
"Montgomery County, Maryland(6,10)",24031,***,11 ,9.9, 12.3,69,stable,-0.9 ,-19.0, 21.2
"Warren County, New York(6,10)",36113,***,11 ,6.8, 17.1,5,stable,15.4 ,-21.7, 70.3
"Howard County, Indiana(6,10)",18067,***,11 ,7.3, 16.1,6,stable,-9.3 ,-35.7, 28.0
"Martin County, Florida(6,10)",12085,***,11 ,8.5, 14.2,16,stable,-12.6 ,-41.9, 31.6
"Jefferson Parish, Louisiana(7,8)",22051,***,11 ,9.3, 12.9,31,falling,-1.7 ,-3.2, -0.3
"Lincoln County, Oregon(6,10)",41041,***,11 ,7, 17.4,5,*,*,*,*
"Franklin County, Pennsylvania(6,10)",42055,***,11 ,8.2, 14.5,11,stable,-2.3 ,-30.2, 36.8
"Yakima County, Washington(6,10)",53077,***,11 ,8.6, 13.9,15,stable,17.3 ,-6.2, 46.7
"Horry County, South Carolina(6,10)",45051,***,11 ,9, 13.4,23,stable,-2.7 ,-9.4, 4.5
"Mesa County, Colorado(6,10)",08077,***,11 ,8.1, 14.7,10,stable,12.9 ,-7.1, 37.2
"Marathon County, Wisconsin(6,10)",55073,***,11 ,8.1, 14.7,10,stable,-7.4 ,-43.9, 53.0
"Hunterdon County, New Jersey(7,8)",34019,***,11 ,8, 14.9,10,falling,-3.1 ,-4.4, -1.8
"Brown County, Wisconsin(6,10)",55009,***,11 ,8.6, 13.7,16,stable,4.1 ,-11.4, 22.4
"Galveston County, Texas(6,10)",48167,***,11 ,8.8, 13.5,19,stable,-5.6 ,-13.8, 3.3
"Onslow County, North Carolina(6,10)",37133,***,11 ,7.8, 15,8,stable,-11.8 ,-46.0, 44.0
"Williamson County, Illinois(6,10)",17199,***,11 ,6.9, 16.7,5,stable,7.2 ,-27.4, 58.3
"Livingston County, Michigan(6,10)",26093,***,10.9 #  ,8.2, 14.3,12,stable,-9.8 ,-22.6, 5.0
"Augusta County, Virginia(6,10)",51015,***,10.9 ,7, 16.5,5,stable,10.3 ,-26.2, 64.8
"Baltimore County, Maryland(6,10)",24005,***,10.9 ,9.7, 12.3,60,stable,-7.3 ,-15.3, 1.5
"McLean County, Illinois(6,10)",17113,***,10.9 ,8, 14.6,10,stable,2.5 ,-15.7, 24.5
"Taney County, Missouri(6,10)",29213,***,10.9 ,6.5, 17.5,4,stable,0.2 ,-27.4, 38.2
"Ouachita Parish, Louisiana(7,8)",22073,***,10.9 ,8, 14.5,10,stable,2.3 ,-2.1, 6.9
"Tuolumne County, California(7)",06109,***,10.9 ,6.8, 17.3,5,*,*,*,*
"Grant County, Washington(6,10)",53025,***,10.9 ,6.9, 16.3,5,stable,-22.6 ,-50.0, 19.7
"Rockland County, New York(6,10)",36087,***,10.9 ,8.9, 13.3,21,stable,-4.6 ,-20.3, 14.3
"Ravalli County, Montana(6,10)",30081,***,10.9 ,6.2, 18.5,3,*,*,*,*
"Pickaway County, Ohio(6,10)",39129,***,10.9 ,6.4, 17.6,4,stable,19.0 ,-24.9, 88.7
"Coconino County, Arizona(6,10)",04005,***,10.9 ,7.7, 15.1,8,stable,-2.7 ,-18.3, 15.9
"Albany County, New York(6,10)",36001,***,10.9 ,8.9, 13.3,22,stable,-4.6 ,-20.7, 14.7
"Hartford County, Connecticut(7,8)",09003,***,10.9 ,9.7, 12.2,65,falling,-1.1 ,-1.7, -0.4
"Manatee County, Florida(6,10)",12081,***,10.9 ,9.1, 12.9,30,stable,-3.7 ,-12.9, 6.6
"Jackson County, Mississippi(6,10)",28059,***,10.9 ,7.9, 14.7,9,stable,2.9 ,-29.1, 49.2
"Santa Barbara County, California(7,8)",06083,***,10.9 ,9, 13,25,stable,-1.2 ,-3.3, 1.0
"Providence County, Rhode Island(6,10)",44007,***,10.9 ,9.4, 12.5,43,stable,-5.2 ,-17.6, 8.9
"Barron County, Wisconsin(6,10)",55005,***,10.9 ,6, 18.4,3,*,*,*,*
"Carter County, Tennessee(6,10)",47019,***,10.9 ,6.5, 17.3,4,stable,6.6 ,-33.4, 70.6
"Maricopa County, Arizona(6,10)",04013,***,10.8 ,10.2, 11.5,243,stable,-1.6 ,-7.5, 4.7
"Navajo County, Arizona(6,10)",04017,***,10.8 ,7.3, 15.5,7,stable,-15.2 ,-32.5, 6.6
"Berkshire County, Massachusetts(6,10)",25003,***,10.8 ,7.9, 14.6,10,stable,7.2 ,-14.1, 33.6
"Yavapai County, Arizona(6,10)",04025,***,10.8 ,8.5, 13.7,20,stable,-8.3 ,-28.2, 17.2
"Elmore County, Alabama(6,10)",01051,***,10.8 ,7, 16.2,5,stable,12.3 ,-12.0, 43.3
"Will County, Illinois(6,10)",17197,***,10.8 ,9.3, 12.5,39,stable,-7.3 ,-25.8, 16.0
"Cobb County, Georgia(7,8)",13067,***,10.8 ,9.3, 12.5,40,falling,-1.1 ,-1.9, -0.2
"Humboldt County, California(7,8)",06023,***,10.8 ,7.8, 14.7,9,falling,-3.4 ,-5.6, -1.1
"Skagit County, Washington(7,8)",53057,***,10.8 ,7.6, 15,8,stable,-1.3 ,-3.1, 0.5
"Broward County, Florida(6,10)",12011,***,10.8 ,10, 11.7,125,stable,-6.7 ,-14.1, 1.3
"Newberry County, South Carolina(6,10)",45071,***,10.8 ,6.1, 18.3,3,*,*,*,*
"Huntingdon County, Pennsylvania(6,10)",42061,***,10.8 ,5.9, 18.4,3,*,*,*,*
"Miami County, Ohio(6,10)",39109,***,10.8 ,7.5, 15.2,7,stable,-13.9 ,-40.4, 24.5
"Richland County, South Carolina(6,10)",45079,***,10.8 ,8.9, 13,23,stable,-9.1 ,-33.2, 23.6
"Crawford County, Ohio(6,10)",39033,***,10.8 ,5.9, 18.3,3,*,*,*,*
"Merrimack County, New Hampshire(6,10)",33013,***,10.8 ,7.9, 14.5,10,stable,-9.4 ,-45.1, 49.4
"St. Johns County, Florida(6,10)",12109,***,10.8 ,8.5, 13.6,16,stable,6.0 ,-10.5, 25.6
"Merced County, California(7,8)",06047,***,10.8 ,8.3, 13.8,13,stable,-0.2 ,-3.9, 3.7
"Androscoggin County, Maine(6,10)",23001,***,10.8 ,7.4, 15.2,7,stable,6.2 ,-28.9, 58.5
"Santa Rosa County, Florida(6,10)",12113,***,10.8 ,8, 14.3,11,stable,5.8 ,-29.6, 59.0
"Hendricks County, Indiana(6,10)",18063,***,10.8 ,7.8, 14.5,9,stable,-23.5 ,-48.5, 13.6
"Hamilton County, Ohio(6,10)",39061,***,10.8 ,9.5, 12.2,53,stable,-7.4 ,-21.1, 8.8
"Allegany County, Maryland(6,10)",24001,***,10.8 ,7, 16.1,6,stable,17.9 ,-50.3, 179.3
"Cherokee County, Georgia(7,8)",13057,***,10.8 ,8.3, 13.7,14,stable,-2.8 ,-6.5, 0.9
"Saratoga County, New York(6,10)",36091,***,10.8 ,8.5, 13.5,16,stable,9.4 ,-20.6, 50.7
"Erie County, Ohio(6,10)",39043,***,10.7 ,6.9, 16.1,6,stable,20.0 ,-19.1, 78.0
"Burleigh County, North Dakota(6,10)",38015,***,10.7 ,7, 15.7,6,stable,-5.1 ,-40.5, 51.5
"Somerset County, Maine(6,10)",23025,***,10.7 ,6.3, 17.3,4,stable,-6.4 ,-46.6, 64.0
"Houston County, Georgia(7,8)",13153,***,10.7 ,7.8, 14.5,9,stable,-0.5 ,-6.0, 5.3
"Grant County, Indiana(6,10)",18053,***,10.7 ,7, 16,5,stable,13.5 ,-15.2, 52.0
"Midland County, Michigan(6,10)",26111,***,10.7 #  ,7.1, 15.6,6,stable,-12.0 ,-25.0, 3.3
"Arapahoe County, Colorado(6,10)",08005,***,10.7 ,9.1, 12.4,35,stable,-8.5 ,-24.1, 10.4
"Peoria County, Illinois(6,10)",17143,***,10.7 ,8.1, 13.8,12,stable,20.6 ,-22.0, 86.5
"Philadelphia County, Pennsylvania(6,10)",42101,***,10.7 ,9.7, 11.7,97,stable,-4.3 ,-10.4, 2.2
"Washington County, Rhode Island(6,10)",44009,***,10.7 ,7.5, 14.8,9,stable,-15.5 ,-45.4, 30.7
"Henry County, Virginia(6,10)",51089,***,10.7 ,6.2, 17.3,4,stable,-2.5 ,-51.8, 97.3
"Boulder County, Colorado(6,10)",08013,***,10.7 ,8.5, 13.3,17,stable,3.9 ,-16.7, 29.7
"Union County, New Jersey(7,8)",34039,***,10.7 ,9.1, 12.4,36,falling,-2.6 ,-3.4, -1.8
"Ascension Parish, Louisiana(7,8)",22005,***,10.7 ,7.1, 15.4,6,stable,0.5 ,-6.6, 8.1
"Prince William County, Virginia(6,10)",51153,***,10.7 ,8.6, 13.1,20,stable,-4.0 ,-22.7, 19.2
"Craighead County, Arkansas(6,10)",05031,***,10.7 ,7.2, 15.3,6,stable,7.7 ,-39.3, 91.1
"Cole County, Missouri(6,10)",29051,***,10.7 ,6.8, 16,5,stable,0.3 ,-37.3, 60.3
"Marquette County, Michigan(6,10)",26103,***,10.7 #  ,6.5, 16.7,4,stable,-0.8 ,-31.0, 42.6
"Adams County, Colorado(6,10)",08001,***,10.7 ,8.8, 12.8,23,stable,-2.4 ,-32.2, 40.5
"Lake County, Illinois(6,10)",17097,***,10.6 ,9.2, 12.2,42,stable,5.9 ,-12.6, 28.3
"Yamhill County, Oregon(6,10)",41071,***,10.6 ,7.2, 15.3,7,stable,-10.6 ,-31.6, 16.9
"Clark County, Indiana(6,10)",18019,***,10.6 ,7.5, 14.8,8,stable,-3.1 ,-55.5, 111.1
"Paulding County, Georgia(7,8)",13223,***,10.6 ,7.4, 14.8,7,stable,-3.2 ,-7.6, 1.4
"Morgan County, Indiana(6,10)",18109,***,10.6 ,6.6, 16.3,5,stable,-13.1 ,-54.8, 66.9
"Tulare County, California(7,8)",06107,***,10.6 ,8.7, 12.8,22,stable,-2.8 ,-5.9, 0.4
"Lancaster County, Nebraska(6,10)",31109,***,10.6 ,8.3, 13.3,16,rising,11.9 ,7.4, 16.4
"Hillsborough County, New Hampshire(6,10)",33011,***,10.6 ,8.9, 12.6,27,stable,1.7 ,-19.5, 28.4
"Ohio County, West Virginia(6,10)",54069,***,10.6 ,6, 17.8,4,stable,-13.5 ,-49.2, 47.5
"Wicomico County, Maryland(6,10)",24045,***,10.6 ,7.2, 15.2,6,stable,3.0 ,-39.4, 75.3
"St. Lucie County, Florida(6,10)",12111,***,10.6 ,8.7, 12.8,24,stable,-1.5 ,-8.8, 6.5
"Shawano County, Wisconsin(6,10)",55115,***,10.6 ,6, 17.8,3,*,*,*,*
"Clarke County, Georgia(7,8)",13059,***,10.6 ,7, 15.4,6,stable,0.7 ,-6.1, 8.1
"Mobile County, Alabama(6,10)",01097,***,10.6 ,8.8, 12.6,27,stable,5.4 ,-0.3, 11.5
"Bristol County, Rhode Island(6,10)",44001,***,10.6 ,6.2, 17.4,4,stable,10.2 ,-39.7, 101.2
"Monroe County, Michigan(6,10)",26115,***,10.6 #  ,7.8, 14.1,10,stable,0.8 ,-35.3, 57.1
"Summit County, Ohio(6,10)",39153,***,10.6 ,9.1, 12.2,38,stable,-1.9 ,-18.9, 18.6
"Dona Ana County, New Mexico(7,8)",35013,***,10.6 ,8, 13.7,12,stable,-0.3 ,-2.3, 1.7
"Monroe County, Florida(6,10)",12087,***,10.5 ,7.1, 15.5,6,stable,2.6 ,-25.4, 40.9
"Aiken County, South Carolina(6,10)",45003,***,10.5 ,7.9, 13.8,12,stable,0.4 ,-29.0, 42.1
"Liberty County, Texas(6,10)",48291,***,10.5 ,6.6, 16,5,*,*,*,*
"Gordon County, Georgia(7)",13129,***,10.5 ,6.1, 17.1,3,*,*,*,*
"San Francisco County, California(7,8)",06075,***,10.5 ,9.2, 12,51,falling,-2.2 ,-2.8, -1.6
"Pope County, Arkansas(6,10)",05115,***,10.5 ,6.2, 16.8,4,stable,-6.3 ,-23.4, 14.5
"St. Tammany Parish, Louisiana(7,8)",22103,***,10.5 ,8.3, 13.2,16,falling,-3.3 ,-5.4, -1.3
"Delaware County, Ohio(6,10)",39041,***,10.5 ,7.7, 14,10,stable,-7.2 ,-23.0, 11.7
"DeSoto County, Mississippi(6,10)",28033,***,10.5 ,7.7, 14,10,stable,0.0 ,-17.2, 20.7
"McLennan County, Texas(6,10)",48309,***,10.5 ,8.2, 13.3,14,falling,-23.0 ,-36.4, -6.8
"Kent County, Rhode Island(6,10)",44003,***,10.5 ,7.9, 13.6,12,stable,-0.2 ,-25.8, 34.3
"Benton County, Washington(6,10)",53005,***,10.5 ,7.8, 13.7,11,stable,-12.7 ,-31.9, 11.8
"Columbia County, Pennsylvania(6,10)",42037,***,10.5 ,6.5, 16.1,5,stable,0.7 ,-53.0, 115.8
"Rockwall County, Texas(6,10)",48397,***,10.5 ,6.6, 15.7,5,stable,-10.5 ,-63.1, 117.1
"Gwinnett County, Georgia(7,8)",13135,***,10.4 ,9, 12,42,falling,-1.5 ,-2.7, -0.3
"Florence County, South Carolina(6,10)",45041,***,10.4 ,7.5, 14.1,9,stable,19.5 ,-24.9, 90.3
"Williamson County, Texas(6,10)",48491,***,10.4 ,8.6, 12.5,24,stable,-0.9 ,-8.6, 7.4
"Suffolk County, Massachusetts(6,10)",25025,***,10.4 ,9, 12,41,falling,-8.4 ,-12.5, -4.2
"St. Louis City, Missouri(6,10)",29510,***,10.4 ,8.3, 12.9,18,stable,5.5 ,-23.8, 46.2
"Carroll County, New Hampshire(6,10)",33003,***,10.4 ,5.5, 18.2,3,*,*,*,*
"Cowlitz County, Washington(6,10)",53015,***,10.4 ,7.1, 14.9,7,stable,-2.4 ,-6.5, 1.9
"Bronx County, New York(6,10)",36005,***,10.4 ,9.4, 11.5,82,stable,-2.2 ,-5.8, 1.6
"Montgomery County, Alabama(6,10)",01101,***,10.4 ,8.1, 13.2,14,stable,-0.5 ,-16.8, 19.0
"Franklin County, Kentucky(7,8)",21073,***,10.4 ,6, 17.1,3,stable,-1.9 ,-8.6, 5.4
"Minnehaha County, South Dakota(6,10)",46099,***,10.4 ,7.7, 13.7,10,stable,0.7 ,-34.3, 54.2
"Windham County, Connecticut(7,8)",09015,***,10.4 ,7.3, 14.5,8,falling,-2.6 ,-4.3, -0.8
"Washington County, Pennsylvania(6,10)",42125,***,10.4 ,8.1, 13.1,16,stable,0.0 ,-28.3, 39.5
"Douglas County, Georgia(7,8)",13097,***,10.4 ,7.2, 14.4,7,stable,-0.5 ,-5.2, 4.6
"Lexington County, South Carolina(6,10)",45063,***,10.4 ,8.2, 12.9,17,stable,-1.9 ,-24.5, 27.5
"Chatham County, North Carolina(6,10)",37037,***,10.4 ,6.8, 15.5,6,stable,26.8 ,-36.3, 152.4
"Crawford County, Pennsylvania(6,10)",42039,***,10.4 ,6.9, 15.1,6,stable,-16.4 ,-46.5, 30.7
"Cleveland County, Oklahoma(6,10)",40027,***,10.4 ,8.1, 13.1,15,stable,2.8 ,-22.1, 35.8
"Carter County, Oklahoma(6,10)",40019,***,10.4 ,5.9, 17,3,*,*,*,*
"York County, South Carolina(6,10)",45091,***,10.3 ,8.1, 13.1,15,stable,0.9 ,-27.7, 40.9
"San Diego County, California(7,8)",06073,***,10.3 ,9.7, 11,183,falling,-2.6 ,-3.5, -1.6
"Franklin County, Ohio(6,10)",39049,***,10.3 ,9.2, 11.5,66,stable,-2.3 ,-12.2, 8.9
"Chesapeake City, Virginia(6,10)",51550,***,10.3 ,8, 13.2,13,stable,4.7 ,-12.5, 25.2
"York County, Maine(6,10)",23031,***,10.3 ,8, 13.2,15,stable,-7.9 ,-36.1, 32.9
"Henrico County, Virginia(6,10)",51087,***,10.3 ,8.4, 12.6,20,stable,3.9 ,-19.4, 34.0
"Hidalgo County, Texas(6,10)",48215,***,10.3 ,8.9, 11.9,38,stable,-0.7 ,-15.0, 16.0
"Bullitt County, Kentucky(7,8)",21029,***,10.3 ,6.5, 15.8,5,stable,-0.5 ,-5.5, 4.8
"Clay County, Missouri(6,10)",29047,***,10.3 ,7.9, 13.2,13,stable,6.4 ,-12.4, 29.3
"McCracken County, Kentucky(7)",21145,***,10.3 ,6.2, 16.2,4,*,*,*,*
"Johnson County, Texas(6,10)",48251,***,10.3 ,7.5, 13.8,9,stable,-3.4 ,-32.8, 38.9
"Travis County, Texas(6,10)",48453,***,10.3 ,9, 11.7,52,stable,-6.6 ,-22.7, 13.0
"St. Charles County, Missouri(6,10)",29183,***,10.3 ,8.5, 12.4,23,stable,-9.8 ,-29.2, 14.8
"Weld County, Colorado(6,10)",08123,***,10.3 ,8, 13.1,14,stable,-17.4 ,-45.0, 24.1
"Adams County, Pennsylvania(6,10)",42001,***,10.3 ,7.1, 14.5,7,stable,19.0 ,-1.3, 43.4
"Highlands County, Florida(6,10)",12055,***,10.3 ,7.2, 14.5,10,stable,0.6 ,-10.7, 13.2
"Strafford County, New Hampshire(6,10)",33017,***,10.3 ,7.3, 14.2,8,stable,-3.3 ,-20.8, 18.1
"Fayette County, Kentucky(7,8)",21067,***,10.3 ,8.2, 12.7,18,stable,-2.0 ,-4.7, 0.9
"Greene County, Missouri(6,10)",29077,***,10.3 ,8.1, 12.8,17,stable,-11.1 ,-32.0, 16.4
"Wichita County, Texas(6,10)",48485,***,10.3 ,7.3, 14.1,8,stable,15.1 ,-22.4, 70.7
"Haywood County, North Carolina(6,10)",37087,***,10.3 ,6.2, 16.2,5,rising,38.2 ,0.3, 90.2
"East Baton Rouge Parish, Louisiana(7,8)",22033,***,10.3 ,8.5, 12.3,25,stable,-1.4 ,-4.0, 1.3
"Bedford County, Pennsylvania(6,10)",42009,***,10.3 ,6.1, 16.7,4,*,*,*,*
"Jackson County, Missouri(6,10)",29095,***,10.3 ,8.9, 11.8,43,stable,2.1 ,-7.2, 12.3
"La Plata County, Colorado(6,10)",08067,***,10.3 ,5.6, 17.4,3,*,*,*,*
"Rutherford County, Tennessee(6,10)",47149,***,10.2 ,7.9, 13.1,13,stable,4.9 ,-16.2, 31.2
"Jasper County, Missouri(6,10)",29097,***,10.2 ,7.1, 14.4,7,stable,-7.1 ,-27.7, 19.5
"Chesterfield County, South Carolina(6,10)",45025,***,10.2 ,5.8, 17.1,3,*,*,*,*
"Licking County, Ohio(6,10)",39089,***,10.2 ,7.6, 13.5,11,stable,12.0 ,-22.3, 61.5
"Boone County, Kentucky(7,8)",21015,***,10.2 ,7, 14.4,7,stable,-2.6 ,-5.9, 0.7
"St. Joseph County, Michigan(6,10)",26149,***,10.2 #  ,6.2, 16.1,4,stable,4.9 ,-33.6, 65.8
"Collin County, Texas(6,10)",48085,***,10.2 ,8.8, 11.7,43,stable,-1.4 ,-13.7, 12.5
"Guilford County, North Carolina(6,10)",37081,***,10.2 ,8.6, 12,31,stable,3.0 ,-5.9, 12.7
"Washington County, Oklahoma(6,10)",40147,***,10.2 ,6.1, 16.2,4,stable,4.3 ,-35.2, 67.9
"Tioga County, New York(6,10)",36107,***,10.2 ,5.6, 17.1,3,*,*,*,*
"St. Martin Parish, Louisiana(7,8)",22099,***,10.2 ,5.7, 16.8,3,*,*,*,*
"Mecklenburg County, North Carolina(6,10)",37119,***,10.2 ,8.9, 11.5,50,stable,0.7 ,-3.5, 5.0
"Blair County, Pennsylvania(6,10)",42013,***,10.2 ,7.3, 13.9,9,stable,-15.0 ,-34.8, 10.9
"Sacramento County, California(7,8)",06067,***,10.2 ,9.2, 11.2,84,falling,-2.3 ,-3.4, -1.2
"Aroostook County, Maine(6,10)",23003,***,10.2 ,6.1, 16,5,stable,43.1 ,-31.4, 198.5
"Kalamazoo County, Michigan(6,10)",26077,***,10.1 #  ,7.9, 12.9,15,stable,-13.7 ,-35.6, 15.8
"Lubbock County, Texas(6,10)",48303,***,10.1 ,8, 12.8,15,stable,-18.9 ,-44.2, 17.8
"Lawrence County, Ohio(6,10)",39087,***,10.1 ,6.2, 15.8,4,stable,-10.8 ,-36.6, 25.6
"Palm Beach County, Florida(6,10)",12099,***,10.1 ,9.2, 11.1,109,stable,1.7 ,-6.9, 11.0
"Sarpy County, Nebraska(6,10)",31153,***,10.1 ,7.2, 13.7,8,stable,8.6 ,-21.0, 49.3
"Clay County, Florida(6,10)",12019,***,10.1 ,7.6, 13.2,12,stable,-5.6 ,-28.7, 24.9
"Tom Green County, Texas(6,10)",48451,***,10.1 ,6.7, 14.7,6,stable,-0.1 ,-39.7, 65.5
"Lynchburg City, Virginia(6,10)",51680,***,10.1 ,6.4, 15.4,5,stable,1.1 ,-28.5, 42.9
"Prince Georges County, Maryland(6,10)",24033,***,10.1 ,8.9, 11.5,50,stable,1.4 ,-16.3, 22.8
"Putnam County, West Virginia(6,10)",54079,***,10.1 ,6, 16.2,4,stable,-14.2 ,-49.8, 46.5
"Nash County, North Carolina(6,10)",37127,***,10.1 ,6.6, 14.8,6,stable,5.2 ,-21.5, 40.9
"Dale County, Alabama(6,10)",01045,***,10.1 ,5.7, 16.7,3,*,*,*,*
"Rock Island County, Illinois(6,10)",17161,***,10.1 ,7.5, 13.4,11,stable,-7.1 ,-46.1, 60.1
"Placer County, California(7,8)",06061,***,10.1 ,8.3, 12.1,25,falling,-3.8 ,-6.3, -1.2
"Honolulu County, Hawaii(7,8)",15003,***,10.1 ,8.9, 11.4,56,rising,3.2 ,1.6, 4.9
"Canyon County, Idaho(6,10)",16027,***,10.1 ,7.4, 13.3,10,stable,-1.2 ,-17.3, 18.0
"Rogers County, Oklahoma(6,10)",40131,***,10.1 ,6.7, 14.7,6,stable,0.6 ,-22.3, 30.1
"St. Clair County, Alabama(6,10)",01115,***,10.1 ,6.5, 15,5,stable,26.8 ,-25.4, 115.4
"Comanche County, Oklahoma(6,10)",40031,***,10.1 ,6.8, 14.3,6,stable,-20.3 ,-58.5, 53.2
